sample_fp	plate	cycle	well	tile	channel
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_71_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	71	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_71_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	71	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_72_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	72	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_72_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	72	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_72_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	72	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_72_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	72	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_72_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	72	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_73_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	73	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_73_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	73	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_73_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	73	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_73_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	73	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_73_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	73	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_74_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	74	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_74_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	74	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_74_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	74	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_74_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	74	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_74_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	74	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_75_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	75	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_75_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	75	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_75_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	75	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_75_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	75	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_75_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	75	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_76_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	76	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_76_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	76	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_76_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	76	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_76_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	76	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_76_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	76	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_77_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	77	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_77_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	77	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_77_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	77	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_77_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	77	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_77_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	77	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_78_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	78	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_78_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	78	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_78_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	78	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_78_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	78	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_78_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	78	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_79_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	79	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_79_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	79	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_79_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	79	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_79_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	79	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_79_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	79	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_80_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	80	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_80_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	80	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_80_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	80	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_80_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	80	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_80_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	80	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_81_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	81	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_81_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	81	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_81_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	81	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_81_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	81	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_81_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	81	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_82_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	82	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_82_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	82	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_82_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	82	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_82_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	82	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_82_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	82	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_83_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	83	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_83_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	83	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_83_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	83	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_83_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	83	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_83_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	83	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_84_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	84	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_84_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	84	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_84_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	84	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_84_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	84	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_84_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	84	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_85_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	85	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_85_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	85	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_85_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	85	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_85_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	85	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_85_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	85	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_86_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	86	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_86_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	86	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_86_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	86	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_86_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	86	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_86_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	86	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_87_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	87	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_87_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	87	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_87_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	87	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_87_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	87	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_87_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	87	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_88_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	88	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_88_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	88	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_88_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	88	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_88_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	88	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_88_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	88	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_89_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	89	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_89_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	89	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_89_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	89	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_89_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	89	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_89_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	89	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_90_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	90	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_90_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	90	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_90_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	90	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_90_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	90	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_90_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	90	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_91_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	91	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_91_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	91	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_91_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	91	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_91_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	91	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_91_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	91	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_92_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	92	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_92_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	92	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_92_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	92	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_92_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	92	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_92_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	92	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_93_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	93	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_93_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	93	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_93_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	93	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_93_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	93	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_93_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	93	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_94_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	94	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_94_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	94	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_94_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	94	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_94_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	94	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_94_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	94	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_95_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	95	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_95_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	95	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_95_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	95	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_95_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	95	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_95_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	95	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_96_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	96	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_96_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	96	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_96_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	96	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_96_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	96	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_96_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	96	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_97_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	97	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_97_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	97	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_97_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	97	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_97_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	97	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_97_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	97	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_98_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	98	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_98_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	98	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_98_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	98	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_98_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	98	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_98_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	98	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_99_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	99	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_99_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	99	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_99_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	99	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_99_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	99	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_99_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	99	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_100_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	100	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_100_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	100	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_100_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	100	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_100_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	100	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_100_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	100	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_101_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	101	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_101_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	101	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_101_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	101	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_101_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	101	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_101_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	101	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_102_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	102	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_102_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	102	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_102_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	102	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_102_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	102	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_102_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	102	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_103_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	103	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_103_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	103	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_103_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	103	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_103_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	103	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_103_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	103	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_104_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	104	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_104_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	104	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_104_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	104	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_104_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	104	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_104_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	104	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_105_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	105	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_105_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	105	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_105_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	105	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_105_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	105	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_105_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	105	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_106_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	106	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_106_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	106	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_106_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	106	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_106_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	106	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_106_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	106	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_107_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	107	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_107_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	107	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_107_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	107	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_107_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	107	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_107_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	107	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_108_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	108	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_108_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	108	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_108_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	108	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_108_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	108	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_108_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	108	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_109_0_Fluorescence_405_nm_-_Penta.tiff	1	2	A3	109	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_109_0_Fluorescence_561_nm_-_G.tiff	1	2	A3	109	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_109_0_Fluorescence_561_nm_-_T.tiff	1	2	A3	109	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_109_0_Fluorescence_638_nm_-_A.tiff	1	2	A3	109	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_2/0/A3_109_0_Fluorescence_638_nm_-_C.tiff	1	2	A3	109	638_nm_-_C
